id,title,published_date,summary,authors,first_author,pdf_link
cs-0006028v1,Trainable Methods for Surface Natural Language Generation,6/13/2000,"We present three systems for surface natural language generation that are
trainable from annotated corpora. The first two systems, called NLG1 and NLG2,
require a corpus marked only with domain-specific semantic attributes, while
the last system, called NLG3, requires a corpus marked with both semantic
attributes and syntactic dependency information. All systems attempt to produce
a grammatical natural language phrase from a domain-specific semantic
representation. NLG1 serves a baseline system and uses phrase frequencies to
generate a whole phrase in one step, while NLG2 and NLG3 use maximum entropy
probability models to individually generate each word in the phrase. The
systems NLG2 and NLG3 learn to determine both the word choice and the word
order of the phrase. We present experiments in which we generate phrases to
describe flights in the air travel domain.",['Adwait Ratnaparkhi'],'Adwait Ratnaparkhi',https://arxiv.org/pdf/cs/0006028v1
cs-0006036v1,Prosody-Based Automatic Segmentation of Speech into Sentences and Topics,6/27/2000,"A crucial step in processing speech audio data for information extraction,
topic detection, or browsing/playback is to segment the input into sentence and
topic units. Speech segmentation is challenging, since the cues typically
present for segmenting text (headers, paragraphs, punctuation) are absent in
spoken language. We investigate the use of prosody (information gleaned from
the timing and melody of speech) for these tasks. Using decision tree and
hidden Markov modeling techniques, we combine prosodic cues with word-based
approaches, and evaluate performance on two speech corpora, Broadcast News and
Switchboard. Results show that the prosodic model alone performs on par with,
or better than, word-based statistical language models -- for both true and
automatically recognized words in news speech. The prosodic model achieves
comparable performance with significantly less training data, and requires no
hand-labeling of prosodic events. Across tasks and corpora, we obtain a
significant improvement over word-only models using a probabilistic combination
of prosodic and lexical information. Inspection reveals that the prosodic
models capture language-independent boundary indicators described in the
literature. Finally, cue usage is task and corpus dependent. For example, pause
and pitch features are highly informative for segmenting news speech, whereas
pause, duration and word-based cues dominate for natural conversation.","['E. Shriberg', 'A. Stolcke', 'D. Hakkani-Tur', 'G. Tur']",'E. Shriberg',https://arxiv.org/pdf/cs/0006036v1
cs-0006038v1,Approximation and Exactness in Finite State Optimality Theory,6/28/2000,"Previous work (Frank and Satta 1998; Karttunen, 1998) has shown that
Optimality Theory with gradient constraints generally is not finite state. A
new finite-state treatment of gradient constraints is presented which improves
upon the approximation of Karttunen (1998). The method turns out to be exact,
and very compact, for the syllabification analysis of Prince and Smolensky
(1993).","['Dale Gerdemann', 'Gertjan van Noord']",'Dale Gerdemann',https://arxiv.org/pdf/cs/0006038v1
cs-0006044v1,Finite-State Non-Concatenative Morphotactics,6/30/2000,"Finite-state morphology in the general tradition of the Two-Level and Xerox
implementations has proved very successful in the production of robust
morphological analyzer-generators, including many large-scale commercial
systems. However, it has long been recognized that these implementations have
serious limitations in handling non-concatenative phenomena. We describe a new
technique for constructing finite-state transducers that involves reapplying
the regular-expression compiler to its own output. Implemented in an algorithm
called compile-replace, this technique has proved useful for handling
non-concatenative phenomena; and we demonstrate it on Malay full-stem
reduplication and Arabic stem interdigitation.","['Kenneth R. Beesley', 'Lauri Karttunen']",'Kenneth R. Beesley',https://arxiv.org/pdf/cs/0006044v1
cs-0007009v1,Incremental construction of minimal acyclic finite-state automata,7/6/2000,"In this paper, we describe a new method for constructing minimal,
deterministic, acyclic finite-state automata from a set of strings. Traditional
methods consist of two phases: the first to construct a trie, the second one to
minimize it. Our approach is to construct a minimal automaton in a single phase
by adding new strings one by one and minimizing the resulting automaton
on-the-fly. We present a general algorithm as well as a specialization that
relies upon the lexicographical ordering of the input strings.","['Jan Daciuk', 'Stoyan Mihov', 'Bruce Watson', 'Richard Watson']",'Jan Daciuk',https://arxiv.org/pdf/cs/0007009v1
cs-0007018v1,"Bootstrapping a Tagged Corpus through Combination of Existing
  Heterogeneous Taggers",7/13/2000,"This paper describes a new method, Combi-bootstrap, to exploit existing
taggers and lexical resources for the annotation of corpora with new tagsets.
Combi-bootstrap uses existing resources as features for a second level machine
learning module, that is trained to make the mapping to the new tagset on a
very small sample of annotated corpus material. Experiments show that
Combi-bootstrap: i) can integrate a wide variety of existing resources, and ii)
achieves much higher accuracy (up to 44.7 % error reduction) than both the best
single tagger and an ensemble tagger constructed out of the same small training
sample.","['Jakub Zavrel', 'Walter Daelemans']",'Jakub Zavrel',https://arxiv.org/pdf/cs/0007018v1
cs-0007022v1,ATLAS: A flexible and extensible architecture for linguistic annotation,7/13/2000,"We describe a formal model for annotating linguistic artifacts, from which we
derive an application programming interface (API) to a suite of tools for
manipulating these annotations. The abstract logical model provides for a range
of storage formats and promotes the reuse of tools that interact through this
API. We focus first on ``Annotation Graphs,'' a graph model for annotations on
linear signals (such as text and speech) indexed by intervals, for which
efficient database storage and querying techniques are applicable. We note how
a wide range of existing annotated corpora can be mapped to this annotation
graph model. This model is then generalized to encompass a wider variety of
linguistic ``signals,'' including both naturally occuring phenomena (as
recorded in images, video, multi-modal interactions, etc.), as well as the
derived resources that are increasingly important to the engineering of natural
language processing systems (such as word lists, dictionaries, aligned
bilingual corpora, etc.). We conclude with a review of the current efforts
towards implementing key pieces of this architecture.","['Steven Bird', 'David Day', 'John Garofolo', 'John Henderson', 'Christophe Laprun', 'Mark Liberman']",'Steven Bird',https://arxiv.org/pdf/cs/0007022v1
cs-0007024v1,"Many uses, many annotations for large speech corpora: Switchboard and
  TDT as case studies",7/13/2000,"This paper discusses the challenges that arise when large speech corpora
receive an ever-broadening range of diverse and distinct annotations. Two case
studies of this process are presented: the Switchboard Corpus of telephone
conversations and the TDT2 corpus of broadcast news. Switchboard has undergone
two independent transcriptions and various types of additional annotation, all
carried out as separate projects that were dispersed both geographically and
chronologically. The TDT2 corpus has also received a variety of annotations,
but all directly created or managed by a core group. In both cases, issues
arise involving the propagation of repairs, consistency of references, and the
ability to integrate annotations having different formats and levels of detail.
We describe a general framework whereby these issues can be addressed
successfully.","['David Graff', 'Steven Bird']",'David Graff',https://arxiv.org/pdf/cs/0007024v1
cs-0007031v2,Parameter-free Model of Rank Polysemantic Distribution,7/21/2000,"A model of rank polysemantic distribution with a minimal number of fitting
parameters is offered. In an ideal case a parameter-free description of the
dependence on the basis of one or several immediate features of the
distribution is possible.",['Victor Kromer'],'Victor Kromer',https://arxiv.org/pdf/cs/0007031v2
cs-0007035v1,Mapping WordNets Using Structural Information,7/25/2000,"We present a robust approach for linking already existing lexical/semantic
hierarchies. We used a constraint satisfaction algorithm (relaxation labeling)
to select --among a set of candidates-- the node in a target taxonomy that
bests matches each node in a source taxonomy. In particular, we use it to map
the nominal part of WordNet 1.5 onto WordNet 1.6, with a very high precision
and a very low remaining ambiguity.","['J. Daude', 'L. Padro', 'G. Rigau']",'J. Daude',https://arxiv.org/pdf/cs/0007035v1
cs-0007036v1,"Language identification of controlled systems: Modelling, control and
  anomaly detection",7/25/2000,"Formal language techniques have been used in the past to study autonomous
dynamical systems. However, for controlled systems, new features are needed to
distinguish between information generated by the system and input control. We
show how the modelling framework for controlled dynamical systems leads
naturally to a formulation in terms of context-dependent grammars. A learning
algorithm is proposed for on-line generation of the grammar productions, this
formulation being then used for modelling, control and anomaly detection.
Practical applications are described for electromechanical drives. Grammatical
interpolation techniques yield accurate results and the pattern detection
capabilities of the language-based formulation makes it a promising technique
for the early detection of anomalies or faulty behaviour.","['J. F. Martins', 'J. A. Dente', 'A. J. Pires', 'R. Vilela Mendes']",'J. F. Martins',https://arxiv.org/pdf/cs/0007036v1
cs-0008003v1,Interfacing Constraint-Based Grammars and Generation Algorithms,8/7/2000,"Constraint-based grammars can, in principle, serve as the major linguistic
knowledge source for both parsing and generation. Surface generation starts
from input semantics representations that may vary across grammars. For many
declarative grammars, the concept of derivation implicitly built in is that of
parsing. They may thus not be interpretable by a generation algorithm. We show
that linguistically plausible semantic analyses can cause severe problems for
semantic-head-driven approaches for generation (SHDG). We use SeReal, a variant
of SHDG and the DISCO grammar of German as our source of examples. We propose a
new, general approach that explicitly accounts for the interface between the
grammar and the generation algorithm by adding a control-oriented layer to the
linguistic knowledge base that reorganizes the semantics in a way suitable for
generation.",['Stephan Busemann'],'Stephan Busemann',https://arxiv.org/pdf/cs/0008003v1
cs-0008004v1,Comparing two trainable grammatical relations finders,8/8/2000,"Grammatical relationships (GRs) form an important level of natural language
processing, but different sets of GRs are useful for different purposes.
Therefore, one may often only have time to obtain a small training corpus with
the desired GR annotations. On such a small training corpus, we compare two
systems. They use different learning techniques, but we find that this
difference by itself only has a minor effect. A larger factor is that in
English, a different GR length measure appears better suited for finding simple
argument GRs than for finding modifier GRs. We also find that partitioning the
data may help memory-based learning.",['Alexander Yeh'],'Alexander Yeh',https://arxiv.org/pdf/cs/0008004v1
cs-0008005v1,"More accurate tests for the statistical significance of result
  differences",8/8/2000,"Statistical significance testing of differences in values of metrics like
recall, precision and balanced F-score is a necessary part of empirical natural
language processing. Unfortunately, we find in a set of experiments that many
commonly used tests often underestimate the significance and so are less likely
to detect differences that exist between different techniques. This
underestimation comes from an independence assumption that is often violated.
We point out some useful tests that do not make this assumption, including
computationally-intensive randomization tests.",['Alexander Yeh'],'Alexander Yeh',https://arxiv.org/pdf/cs/0008005v1
cs-0008007v1,Tagger Evaluation Given Hierarchical Tag Sets,8/10/2000,"We present methods for evaluating human and automatic taggers that extend
current practice in three ways. First, we show how to evaluate taggers that
assign multiple tags to each test instance, even if they do not assign
probabilities. Second, we show how to accommodate a common property of manually
constructed ``gold standards'' that are typically used for objective
evaluation, namely that there is often more than one correct answer. Third, we
show how to measure performance when the set of possible tags is
tree-structured in an IS-A hierarchy. To illustrate how our methods can be used
to measure inter-annotator agreement, we show how to compute the kappa
coefficient over hierarchical tag sets.","['I. Dan Melamed', 'Philip Resnik']",'I. Dan Melamed',https://arxiv.org/pdf/cs/0008007v1
cs-0008012v1,Applying System Combination to Base Noun Phrase Identification,8/17/2000,"We use seven machine learning algorithms for one task: identifying base noun
phrases. The results have been processed by different system combination
methods and all of these outperformed the best individual result. We have
applied the seven learners with the best combinator, a majority vote of the top
five systems, to a standard data set and managed to improve the best published
result for this data set.","['Erik F. Tjong Kim Sang', 'Walter Daelemans', 'Herve Dejean', 'Rob Koeling', 'Yuval Krymolowski', 'Vasin Punyakanok', 'Dan Roth']",'Erik F. Tjong Kim Sang',https://arxiv.org/pdf/cs/0008012v1
cs-0008013v1,Meta-Learning for Phonemic Annotation of Corpora,8/18/2000,"We apply rule induction, classifier combination and meta-learning (stacked
classifiers) to the problem of bootstrapping high accuracy automatic annotation
of corpora with pronunciation information. The task we address in this paper
consists of generating phonemic representations reflecting the Flemish and
Dutch pronunciations of a word on the basis of its orthographic representation
(which in turn is based on the actual speech recordings). We compare several
possible approaches to achieve the text-to-pronunciation mapping task:
memory-based learning, transformation-based learning, rule induction, maximum
entropy modeling, combination of classifiers in stacked learning, and stacking
of meta-learners. We are interested both in optimal accuracy and in obtaining
insight into the linguistic regularities involved. As far as accuracy is
concerned, an already high accuracy level (93% for Celex and 86% for Fonilex at
word level) for single classifiers is boosted significantly with additional
error reductions of 31% and 38% respectively using combination of classifiers,
and a further 5% using combination of meta-learners, bringing overall word
level accuracy to 96% for the Dutch variant and 92% for the Flemish variant. We
also show that the application of machine learning methods indeed leads to
increased insight into the linguistic regularities determining the variation
between the two pronunciation variants studied.","['Veronique Hoste', 'Walter Daelemans', 'Erik Tjong Kim Sang', 'Steven Gillis']",'Veronique Hoste',https://arxiv.org/pdf/cs/0008013v1
cs-0008014v1,Aspects of Pattern-Matching in Data-Oriented Parsing,8/18/2000,"Data-Oriented Parsing (dop) ranks among the best parsing schemes, pairing
state-of-the art parsing accuracy to the psycholinguistic insight that larger
chunks of syntactic structures are relevant grammatical and probabilistic
units. Parsing with the dop-model, however, seems to involve a lot of CPU
cycles and a considerable amount of double work, brought on by the concept of
multiple derivations, which is necessary for probabilistic processing, but
which is not convincingly related to a proper linguistic backbone. It is
however possible to re-interpret the dop-model as a pattern-matching model,
which tries to maximize the size of the substructures that construct the parse,
rather than the probability of the parse. By emphasizing this memory-based
aspect of the dop-model, it is possible to do away with multiple derivations,
opening up possibilities for efficient Viterbi-style optimizations, while still
retaining acceptable parsing accuracy through enhanced context-sensitivity.",['Guy De Pauw'],'Guy De Pauw',https://arxiv.org/pdf/cs/0008014v1
cs-0008015v1,Temiar Reduplication in One-Level Prosodic Morphology,8/18/2000,"Temiar reduplication is a difficult piece of prosodic morphology. This paper
presents the first computational analysis of Temiar reduplication, using the
novel finite-state approach of One-Level Prosodic Morphology originally
developed by Walther (1999b, 2000). After reviewing both the data and the basic
tenets of One-level Prosodic Morphology, the analysis is laid out in some
detail, using the notation of the FSA Utilities finite-state toolkit (van Noord
1997). One important discovery is that in this approach one can easily define a
regular expression operator which ambiguously scans a string in the left- or
rightward direction for a certain prosodic property. This yields an elegant
account of base-length-dependent triggering of reduplication as found in
Temiar.",['Markus Walther'],'Markus Walther',https://arxiv.org/pdf/cs/0008015v1
cs-0008017v1,Efficient probabilistic top-down and left-corner parsing,8/21/2000,"This paper examines efficient predictive broad-coverage parsing without
dynamic programming. In contrast to bottom-up methods, depth-first top-down
parsing produces partial parses that are fully connected trees spanning the
entire left context, from which any kind of non-local dependency or partial
semantic interpretation can in principle be read. We contrast two predictive
parsing approaches, top-down and left-corner parsing, and find both to be
viable. In addition, we find that enhancement with non-local information not
only improves parser accuracy, but also substantially improves the search
efficiency.","['Brian Roark', 'Mark Johnson']",'Brian Roark',https://arxiv.org/pdf/cs/0008017v1
cs-0008021v1,"Compact non-left-recursive grammars using the selective left-corner
  transform and factoring",8/22/2000,"The left-corner transform removes left-recursion from (probabilistic)
context-free grammars and unification grammars, permitting simple top-down
parsing techniques to be used. Unfortunately the grammars produced by the
standard left-corner transform are usually much larger than the original. The
selective left-corner transform described in this paper produces a transformed
grammar which simulates left-corner recognition of a user-specified set of the
original productions, and top-down recognition of the others. Combined with two
factorizations, it produces non-left-recursive grammars that are not much
larger than the original.","['Mark Johnson', 'Brian Roark']",'Mark Johnson',https://arxiv.org/pdf/cs/0008021v1
cs-0008023v1,Selectional Restrictions in HPSG,8/23/2000,"Selectional restrictions are semantic sortal constraints imposed on the
participants of linguistic constructions to capture contextually-dependent
constraints on interpretation. Despite their limitations, selectional
restrictions have proven very useful in natural language applications, where
they have been used frequently in word sense disambiguation, syntactic
disambiguation, and anaphora resolution. Given their practical value, we
explore two methods to incorporate selectional restrictions in the HPSG theory,
assuming that the reader is familiar with HPSG. The first method employs HPSG's
Background feature and a constraint-satisfaction component pipe-lined after the
parser. The second method uses subsorts of referential indices, and blocks
readings that violate selectional restrictions during parsing. While
theoretically less satisfactory, we have found the second method particularly
useful in the development of practical systems.","['Ion Androutsopoulos', 'Robert Dale']",'Ion Androutsopoulos',https://arxiv.org/pdf/cs/0008023v1
cs-0008024v1,"Estimation of Stochastic Attribute-Value Grammars using an Informative
  Sample",8/23/2000,"We argue that some of the computational complexity associated with estimation
of stochastic attribute-value grammars can be reduced by training upon an
informative subset of the full training set. Results using the parsed Wall
Street Journal corpus show that in some circumstances, it is possible to obtain
better estimation results using an informative sample than when training upon
all the available material. Further experimentation demonstrates that with
unlexicalised models, a Gaussian Prior can reduce overfitting. However, when
models are lexicalised and contain overlapping features, overfitting does not
seem to be a problem, and a Gaussian Prior makes minimal difference to
performance. Our approach is applicable for situations when there are an
infeasibly large number of parses in the training set, or else for when
recovery of these parses from a packed representation is itself computationally
expensive.",['Miles Osborne'],'Miles Osborne',https://arxiv.org/pdf/cs/0008024v1
cs-0008026v1,"Noun-phrase co-occurrence statistics for semi-automatic semantic lexicon
  construction",8/24/2000,"Generating semantic lexicons semi-automatically could be a great time saver,
relative to creating them by hand. In this paper, we present an algorithm for
extracting potential entries for a category from an on-line corpus, based upon
a small set of exemplars. Our algorithm finds more correct terms and fewer
incorrect ones than previous work in this area. Additionally, the entries that
are generated potentially provide broader coverage of the category than would
occur to an individual coding them by hand. Our algorithm finds many terms not
included within Wordnet (many more than previous algorithms), and could be
viewed as an ``enhancer'' of existing broad-coverage resources.","['Brian Roark', 'Eugene Charniak']",'Brian Roark',https://arxiv.org/pdf/cs/0008026v1
cs-0008027v1,"Measuring efficiency in high-accuracy, broad-coverage statistical
  parsing",8/24/2000,"Very little attention has been paid to the comparison of efficiency between
high accuracy statistical parsers. This paper proposes one machine-independent
metric that is general enough to allow comparisons across very different
parsing architectures. This metric, which we call ``events considered'',
measures the number of ``events'', however they are defined for a particular
parser, for which a probability must be calculated, in order to find the parse.
It is applicable to single-pass or multi-stage parsers. We discuss the
advantages of the metric, and demonstrate its usefulness by using it to compare
two parsers which differ in several fundamental ways.","['Brian Roark', 'Eugene Charniak']",'Brian Roark',https://arxiv.org/pdf/cs/0008027v1
cs-0008028v1,Estimators for Stochastic ``Unification-Based'' Grammars,8/25/2000,"Log-linear models provide a statistically sound framework for Stochastic
``Unification-Based'' Grammars (SUBGs) and stochastic versions of other kinds
of grammars. We describe two computationally-tractable ways of estimating the
parameters of such grammars from a training corpus of syntactic analyses, and
apply these to estimate a stochastic version of Lexical-Functional Grammar.","['Mark Johnson', 'Stuart Geman', 'Stephen Canon', 'Zhiyi Chi', 'Stefan Riezler']",'Mark Johnson',https://arxiv.org/pdf/cs/0008028v1
cs-0008029v1,"Exploiting auxiliary distributions in stochastic unification-based
  grammars",8/25/2000,"This paper describes a method for estimating conditional probability
distributions over the parses of ``unification-based'' grammars which can
utilize auxiliary distributions that are estimated by other means. We show how
this can be used to incorporate information about lexical selectional
preferences gathered from other sources into Stochastic ``Unification-based''
Grammars (SUBGs). While we apply this estimator to a Stochastic
Lexical-Functional Grammar, the method is general, and should be applicable to
stochastic versions of HPSGs, categorial grammars and transformational
grammars.","['Mark Johnson', 'Stefan Riezler']",'Mark Johnson',https://arxiv.org/pdf/cs/0008029v1
cs-0008030v1,Metonymy Interpretation Using X NO Y Examples,8/28/2000,"We developed on example-based method of metonymy interpretation. One
advantages of this method is that a hand-built database of metonymy is not
necessary because it instead uses examples in the form ``Noun X no Noun Y (Noun
Y of Noun X).'' Another advantage is that we will be able to interpret
newly-coined metonymic sentences by using a new corpus. We experimented with
metonymy interpretation and obtained a precision rate of 66% when using this
method.","['Masaki Murata', 'Qing Ma', 'Atsumu Yamamoto', 'Hitoshi Isahara']",'Masaki Murata',https://arxiv.org/pdf/cs/0008030v1
cs-0008031v1,Bunsetsu Identification Using Category-Exclusive Rules,8/28/2000,"This paper describes two new bunsetsu identification methods using supervised
learning. Since Japanese syntactic analysis is usually done after bunsetsu
identification, bunsetsu identification is important for analyzing Japanese
sentences. In experiments comparing the four previously available
machine-learning methods (decision tree, maximum-entropy method, example-based
approach and decision list) and two new methods using category-exclusive rules,
the new method using the category-exclusive rules with the highest similarity
performed best.","['Masaki Murata', 'Kiyotaka Uchimoto', 'Qing Ma', 'Hitoshi Isahara']",'Masaki Murata',https://arxiv.org/pdf/cs/0008031v1
cs-0008032v1,"Japanese Probabilistic Information Retrieval Using Location and Category
  Information",8/28/2000,"Robertson's 2-poisson information retrieve model does not use location and
category information. We constructed a framework using location and category
information in a 2-poisson model. We submitted two systems based on this
framework to the IREX contest, Japanese language information retrieval contest
held in Japan in 1999. For precision in the A-judgement measure they scored
0.4926 and 0.4827, the highest values among the 15 teams and 22 systems that
participated in the IREX contest. We describe our systems and the comparative
experiments done when various parameters were changed. These experiments
confirmed the effectiveness of using location and category information.","['Masaki Murata', 'Qing Ma', 'Kiyotaka Uchimoto', 'Hiromi Ozaku', 'Masao Utiyama', 'Hitoshi Isahara']",'Masaki Murata',https://arxiv.org/pdf/cs/0008032v1
cs-0008033v1,Temporal Expressions in Japanese-to-English Machine Translation,8/28/2000,"This paper describes in outline a method for translating Japanese temporal
expressions into English. We argue that temporal expressions form a special
subset of language that is best handled as a special module in machine
translation. The paper deals with problems of lexical idiosyncrasy as well as
the choice of articles and prepositions within temporal expressions. In
addition temporal expressions are considered as parts of larger structures, and
the question of whether to translate them as noun phrases or adverbials is
addressed.","['Francis Bond', 'Kentaro Ogura', 'Hajime Uchino']",'Francis Bond',https://arxiv.org/pdf/cs/0008033v1
cs-0008034v1,"Lexicalized Stochastic Modeling of Constraint-Based Grammars using
  Log-Linear Measures and EM Training",8/30/2000,"We present a new approach to stochastic modeling of constraint-based grammars
that is based on log-linear models and uses EM for estimation from unannotated
data. The techniques are applied to an LFG grammar for German. Evaluation on an
exact match task yields 86% precision for an ambiguity rate of 5.4, and 90%
precision on a subcat frame match for an ambiguity rate of 25. Experimental
comparison to training from a parsebank shows a 10% gain from EM training.
Also, a new class-based grammar lexicalization is presented, showing a 10% gain
over unlexicalized models.","['Stefan Riezler', 'Detlef Prescher', 'Jonas Kuhn', 'Mark Johnson']",'Stefan Riezler',https://arxiv.org/pdf/cs/0008034v1
cs-0008035v1,"Using a Probabilistic Class-Based Lexicon for Lexical Ambiguity
  Resolution",8/30/2000,"This paper presents the use of probabilistic class-based lexica for
disambiguation in target-word selection. Our method employs minimal but precise
contextual information for disambiguation. That is, only information provided
by the target-verb, enriched by the condensed information of a probabilistic
class-based lexicon, is used. Induction of classes and fine-tuning to verbal
arguments is done in an unsupervised manner by EM-based clustering techniques.
The method shows promising results in an evaluation on real-world translations.","['Detlef Prescher', 'Stefan Riezler', 'Mats Rooth']",'Detlef Prescher',https://arxiv.org/pdf/cs/0008035v1
cs-0008036v1,"Probabilistic Constraint Logic Programming. Formal Foundations of
  Quantitative and Statistical Inference in Constraint-Based Natural Language
  Processing",8/30/2000,"In this thesis, we present two approaches to a rigorous mathematical and
algorithmic foundation of quantitative and statistical inference in
constraint-based natural language processing. The first approach, called
quantitative constraint logic programming, is conceptualized in a clear logical
framework, and presents a sound and complete system of quantitative inference
for definite clauses annotated with subjective weights. This approach combines
a rigorous formal semantics for quantitative inference based on subjective
weights with efficient weight-based pruning for constraint-based systems. The
second approach, called probabilistic constraint logic programming, introduces
a log-linear probability distribution on the proof trees of a constraint logic
program and an algorithm for statistical inference of the parameters and
properties of such probability models from incomplete, i.e., unparsed data. The
possibility of defining arbitrary properties of proof trees as properties of
the log-linear probability model and efficiently estimating appropriate
parameter values for them permits the probabilistic modeling of arbitrary
context-dependencies in constraint logic programs. The usefulness of these
ideas is evaluated empirically in a small-scale experiment on finding the
correct parses of a constraint-based grammar. In addition, we address the
problem of computational intractability of the calculation of expectations in
the inference task and present various techniques to approximately solve this
task. Moreover, we present an approximate heuristic technique for searching for
the most probable analysis in probabilistic constraint logic programs.",['Stefan Riezler'],'Stefan Riezler',https://arxiv.org/pdf/cs/0008036v1
cs-0009003v1,Automatic Extraction of Subcategorization Frames for Czech,9/8/2000,"We present some novel machine learning techniques for the identification of
subcategorization information for verbs in Czech. We compare three different
statistical techniques applied to this problem. We show how the learning
algorithm can be used to discover previously unknown subcategorization frames
from the Czech Prague Dependency Treebank. The algorithm can then be used to
label dependents of a verb in the Czech treebank as either arguments or
adjuncts. Using our techniques, we ar able to achieve 88% precision on unseen
parsed text.","['Anoop Sarkar', 'Daniel Zeman']",'Anoop Sarkar',https://arxiv.org/pdf/cs/0009003v1
cs-0009008v1,Introduction to the CoNLL-2000 Shared Task: Chunking,9/18/2000,"We describe the CoNLL-2000 shared task: dividing text into syntactically
related non-overlapping groups of words, so-called text chunking. We give
background information on the data sets, present a general overview of the
systems that have taken part in the shared task and briefly discuss their
performance.","['Erik F. Tjong Kim Sang', 'Sabine Buchholz']",'Erik F. Tjong Kim Sang',https://arxiv.org/pdf/cs/0009008v1
cs-0009011v1,"Anaphora Resolution in Japanese Sentences Using Surface Expressions and
  Examples",9/19/2000,"Anaphora resolution is one of the major problems in natural language
processing. It is also one of the important tasks in machine translation and
man/machine dialogue. We solve the problem by using surface expressions and
examples. Surface expressions are the words in sentences which provide clues
for anaphora resolution. Examples are linguistic data which are actually used
in conversations and texts. The method using surface expressions and examples
is a practical method. This thesis handles almost all kinds of anaphora: i. The
referential property and number of a noun phrase ii. Noun phrase direct
anaphora iii. Noun phrase indirect anaphora iv. Pronoun anaphora v. Verb phrase
ellipsis",['Masaki Murata'],'Masaki Murata',https://arxiv.org/pdf/cs/0009011v1
cs-0009015v1,A Tableaux Calculus for Ambiguous Quantification,9/20/2000,"Coping with ambiguity has recently received a lot of attention in natural
language processing. Most work focuses on the semantic representation of
ambiguous expressions. In this paper we complement this work in two ways.
First, we provide an entailment relation for a language with ambiguous
expressions. Second, we give a sound and complete tableaux calculus for
reasoning with statements involving ambiguous quantification. The calculus
interleaves partial disambiguation steps with steps in a traditional deductive
process, so as to minimize and postpone branching in the proof process, and
thereby increases its efficiency.","['Christof Monz', 'Maarten de Rijke']",'Christof Monz',https://arxiv.org/pdf/cs/0009015v1
cs-0009025v1,Parsing with the Shortest Derivation,9/27/2000,"Common wisdom has it that the bias of stochastic grammars in favor of shorter
derivations of a sentence is harmful and should be redressed. We show that the
common wisdom is wrong for stochastic grammars that use elementary trees
instead of context-free rules, such as Stochastic Tree-Substitution Grammars
used by Data-Oriented Parsing models. For such grammars a non-probabilistic
metric based on the shortest derivation outperforms a probabilistic metric on
the ATIS and OVIS corpora, while it obtains very competitive results on the
Wall Street Journal corpus. This paper also contains the first published
experiments with DOP on the Wall Street Journal.",['Rens Bod'],'Rens Bod',https://arxiv.org/pdf/cs/0009025v1
cs-0009026v1,An improved parser for data-oriented lexical-functional analysis,9/27/2000,"We present an LFG-DOP parser which uses fragments from LFG-annotated
sentences to parse new sentences. Experiments with the Verbmobil and Homecentre
corpora show that (1) Viterbi n best search performs about 100 times faster
than Monte Carlo search while both achieve the same accuracy; (2) the DOP
hypothesis which states that parse accuracy increases with increasing fragment
size is confirmed for LFG-DOP; (3) LFG-DOP's relative frequency estimator
performs worse than a discounted frequency estimator; and (4) LFG-DOP
significantly outperforms Tree-DOP is evaluated on tree structures only.",['Rens Bod'],'Rens Bod',https://arxiv.org/pdf/cs/0009026v1
cs-0010012v1,"Finding consensus in speech recognition: word error minimization and
  other applications of confusion networks",10/7/2000,"We describe a new framework for distilling information from word lattices to
improve the accuracy of speech recognition and obtain a more perspicuous
representation of a set of alternative hypotheses. In the standard MAP decoding
approach the recognizer outputs the string of words corresponding to the path
with the highest posterior probability given the acoustics and a language
model. However, even given optimal models, the MAP decoder does not necessarily
minimize the commonly used performance metric, word error rate (WER). We
describe a method for explicitly minimizing WER by extracting word hypotheses
with the highest posterior probabilities from word lattices. We change the
standard problem formulation by replacing global search over a large set of
sentence hypotheses with local search over a small set of word candidates. In
addition to improving the accuracy of the recognizer, our method produces a new
representation of the set of candidate hypotheses that specifies the sequence
of word-level confusions in a compact lattice format. We study the properties
of confusion networks and examine their use for other tasks, such as lattice
compression, word spotting, confidence annotation, and reevaluation of
recognition hypotheses using higher-level knowledge sources.","['L. Mangu', 'E. Brill', 'A. Stolcke']",'L. Mangu',https://arxiv.org/pdf/cs/0010012v1
cs-0010020v1,"Using existing systems to supplement small amounts of annotated
  grammatical relations training data",10/11/2000,"Grammatical relationships (GRs) form an important level of natural language
processing, but different sets of GRs are useful for different purposes.
Therefore, one may often only have time to obtain a small training corpus with
the desired GR annotations. To boost the performance from using such a small
training corpus on a transformation rule learner, we use existing systems that
find related types of annotations.",['Alexander Yeh'],'Alexander Yeh',https://arxiv.org/pdf/cs/0010020v1
